excel_id,session_id,turn_index,expected_action,depends_on_turn,turn_type,user_message,gold_sql
3087,TestMultiturn51,2,NO_SQL,,ns_gracias,"Listo, muchas gracias, justo lo que necesitaba.",
3088,TestMultiturn51,3,EXECUTE_SQL,1,ctx_top5,"De ese resultado, muéstrame solo los primeros 5.","SELECT r.name AS centro_de_costo, SUM(t.base_quantity) AS total_base_quantity, COUNT(*) AS registros FROM ""account_payable"".""invoice_detail"" AS t JOIN ""core"".""cost_center"" AS r ON t.cost_center_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY r.id, r.name ORDER BY total_base_quantity DESC LIMIT 5;"
3089,TestMultiturn51,4,EXECUTE_SQL,1,ctx_promedio,"Y en vez de la suma, dame el promedio.","SELECT r.name AS centro_de_costo, AVG(t.base_quantity) AS total_base_quantity, COUNT(*) AS registros FROM ""account_payable"".""invoice_detail"" AS t JOIN ""core"".""cost_center"" AS r ON t.cost_center_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY r.id, r.name ORDER BY total_base_quantity DESC LIMIT 100;"
3090,TestMultiturn51,5,CLARIFY,,cl_vago,Dame los datos.,
3091,TestMultiturn51,6,NO_SQL,,ns_capacidad,¿Qué otras cosas puedes consultar de mi empresa?,
3092,TestMultiturn51,7,EXECUTE_SQL,1,ctx_max,"De ese resultado, ¿cuál tiene el valor más alto?","SELECT r.name AS centro_de_costo, SUM(t.base_quantity) AS total_base_quantity, COUNT(*) AS registros FROM ""account_payable"".""invoice_detail"" AS t JOIN ""core"".""cost_center"" AS r ON t.cost_center_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY r.id, r.name ORDER BY total_base_quantity DESC ORDER BY total_base_quantity DESC LIMIT 1;"
3093,TestMultiturn51,8,EXECUTE_SQL,1,ctx_total,¿Cuántos registros dio ese resultado en total?,"SELECT COUNT(*) AS total_registros FROM ( SELECT r.name AS centro_de_costo, SUM(t.base_quantity) AS total_base_quantity, COUNT(*) AS registros FROM ""account_payable"".""invoice_detail"" AS t JOIN ""core"".""cost_center"" AS r ON t.cost_center_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY r.id, r.name ORDER BY total_base_quantity DESC ) AS sub;"
3094,TestMultiturn51,9,EXECUTE_SQL,1,ctx_orden,Ordena ese resultado de mayor a menor.,"SELECT r.name AS centro_de_costo, SUM(t.base_quantity) AS total_base_quantity, COUNT(*) AS registros FROM ""account_payable"".""invoice_detail"" AS t JOIN ""core"".""cost_center"" AS r ON t.cost_center_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY r.id, r.name ORDER BY total_base_quantity DESC ORDER BY total_base_quantity DESC LIMIT 100;"
3095,TestMultiturn51,10,EXECUTE_SQL,1,ctx_orden,Ordena ese resultado de mayor a menor.,"SELECT r.name AS centro_de_costo, SUM(t.base_quantity) AS total_base_quantity, COUNT(*) AS registros FROM ""account_payable"".""invoice_detail"" AS t JOIN ""core"".""cost_center"" AS r ON t.cost_center_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY r.id, r.name ORDER BY total_base_quantity DESC ORDER BY total_base_quantity DESC LIMIT 100;"
3096,TestMultiturn52,1,EXECUTE_SQL,,seed_sql,Regálame los nombres de los diferentes metodo de pago que se han usado en los pos - session payment. Gracias.,"SELECT DISTINCT r.name AS metodo_de_pago FROM ""pos"".""session_payment"" AS t JOIN ""treasury"".""payment_method"" AS r ON t.payment_method_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' LIMIT 100;"
3097,TestMultiturn52,2,NO_SQL,,ns_capacidad,¿Qué otras cosas puedes consultar de mi empresa?,
3098,TestMultiturn52,3,EXECUTE_SQL,1,ctx_total,¿Cuántos registros dio ese resultado en total?,"SELECT COUNT(*) AS total_registros FROM ( SELECT DISTINCT r.name AS metodo_de_pago FROM ""pos"".""session_payment"" AS t JOIN ""treasury"".""payment_method"" AS r ON t.payment_method_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' ) AS sub;"
3099,TestMultiturn52,4,EXECUTE_SQL,,switch_sql,"Ahora, cambiando de tema: indícame cuántos crm - template incluyen 'TRANSPORTE' en el nombre. Por favor.","SELECT COUNT(*) FROM ""crm"".""template"" WHERE member_id = $1 AND audit_status <> 'D' AND name ILIKE '%TRANSPORTE%' LIMIT 100;"
3100,TestMultiturn52,5,EXECUTE_SQL,4,ctx_top5,"De ese resultado, muéstrame solo los primeros 5.","SELECT COUNT(*) FROM ""crm"".""template"" WHERE member_id = $1 AND audit_status <> 'D' AND name ILIKE '%TRANSPORTE%' LIMIT 5;"
3101,TestMultiturn52,6,CLARIFY,,cl_siempre,Muéstrame lo de siempre.,
3102,TestMultiturn53,1,NO_SQL,,ns_saludo,"Hola, buenos días.",
3103,TestMultiturn53,2,EXECUTE_SQL,,seed_sql,¿Cuál es la suma total del precio unitario en crm - product interest?,"SELECT SUM(unit_price) AS total_unit_price FROM ""crm"".""product_interest"" WHERE member_id = $1 AND audit_status <> 'D' LIMIT 100;"
3104,TestMultiturn53,3,EXECUTE_SQL,2,ctx_promedio,"Y en vez de la suma, dame el promedio.","SELECT AVG(unit_price) AS total_unit_price FROM ""crm"".""product_interest"" WHERE member_id = $1 AND audit_status <> 'D' LIMIT 100;"
3105,TestMultiturn53,4,EXECUTE_SQL,2,ctx_top5,"De ese resultado, muéstrame solo los primeros 5.","SELECT SUM(unit_price) AS total_unit_price FROM ""crm"".""product_interest"" WHERE member_id = $1 AND audit_status <> 'D' LIMIT 5;"
3106,TestMultiturn53,5,EXECUTE_SQL,2,ctx_orden,Ordena ese resultado de mayor a menor.,"SELECT SUM(unit_price) AS total_unit_price FROM ""crm"".""product_interest"" WHERE member_id = $1 AND audit_status <> 'D' ORDER BY total_unit_price DESC LIMIT 100;"
3107,TestMultiturn53,6,NO_SQL,,ns_identidad,¿Y tú quién eres exactamente?,
3108,TestMultiturn53,7,EXECUTE_SQL,2,ctx_total,¿Cuántos registros dio ese resultado en total?,"SELECT COUNT(*) AS total_registros FROM ( SELECT SUM(unit_price) AS total_unit_price FROM ""crm"".""product_interest"" WHERE member_id = $1 AND audit_status <> 'D' ) AS sub;"
3109,TestMultiturn53,8,NO_SQL,2,ns_explica,¿Me puedes explicar qué significa ese dato?,
3110,TestMultiturn53,9,CLARIFY,,cl_siempre,Muéstrame lo de siempre.,
3111,TestMultiturn53,10,NO_SQL,,ns_capacidad,¿Qué otras cosas puedes consultar de mi empresa?,
3112,TestMultiturn54,1,EXECUTE_SQL,,seed_sql,¿Cuántos pos - session discrepancy tengo por cada metodo de pago? Muéstrame el nombre del metodo de pago. Muchas gracias.,"SELECT r.name AS metodo_de_pago, COUNT(*) AS registros FROM ""pos"".""session_discrepancy"" AS t JOIN ""treasury"".""payment_method"" AS r ON t.payment_method_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY r.name ORDER BY registros DESC LIMIT 100;"
3113,TestMultiturn54,2,CLARIFY,,cl_siempre,Muéstrame lo de siempre.,
3114,TestMultiturn54,3,EXECUTE_SQL,1,ctx_orden,Ordena ese resultado de mayor a menor.,"SELECT r.name AS metodo_de_pago, COUNT(*) AS registros FROM ""pos"".""session_discrepancy"" AS t JOIN ""treasury"".""payment_method"" AS r ON t.payment_method_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY r.name ORDER BY registros DESC ORDER BY registros DESC LIMIT 100;"
3115,TestMultiturn54,4,NO_SQL,,ns_offtopic,"Oye, ¿y me recomiendas algo para almorzar hoy?",
3116,TestMultiturn54,5,EXECUTE_SQL,1,ctx_top5,"De ese resultado, muéstrame solo los primeros 5.","SELECT r.name AS metodo_de_pago, COUNT(*) AS registros FROM ""pos"".""session_discrepancy"" AS t JOIN ""treasury"".""payment_method"" AS r ON t.payment_method_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY r.name ORDER BY registros DESC LIMIT 5;"
3117,TestMultiturn55,1,NO_SQL,,ns_saludo,"Hola, buenos días.",
3118,TestMultiturn55,2,EXECUTE_SQL,,seed_sql,Dame el listado de nombres de integration - syncronize configuration. Cuando puedas.,"SELECT name FROM ""integration"".""syncronize_configuration"" WHERE member_id = $1 AND audit_status <> 'D' LIMIT 100;"
3119,TestMultiturn55,3,EXECUTE_SQL,2,ctx_total,¿Cuántos registros dio ese resultado en total?,"SELECT COUNT(*) AS total_registros FROM ( SELECT name FROM ""integration"".""syncronize_configuration"" WHERE member_id = $1 AND audit_status <> 'D' ) AS sub;"
3120,TestMultiturn55,4,EXECUTE_SQL,2,ctx_top5,"De ese resultado, muéstrame solo los primeros 5.","SELECT name FROM ""integration"".""syncronize_configuration"" WHERE member_id = $1 AND audit_status <> 'D' LIMIT 5;"
3121,TestMultiturn55,5,NO_SQL,,ns_ok,"Perfecto, entendido.",
3122,TestMultiturn55,6,CLARIFY,,cl_otro,"Y lo otro también, porfa.",
3123,TestMultiturn55,7,EXECUTE_SQL,2,ctx_total,¿Cuántos registros dio ese resultado en total?,"SELECT COUNT(*) AS total_registros FROM ( SELECT name FROM ""integration"".""syncronize_configuration"" WHERE member_id = $1 AND audit_status <> 'D' ) AS sub;"
3124,TestMultiturn55,8,NO_SQL,2,ns_explica,¿Me puedes explicar qué significa ese dato?,
3125,TestMultiturn55,9,EXECUTE_SQL,2,ctx_top5,"De ese resultado, muéstrame solo los primeros 5.","SELECT name FROM ""integration"".""syncronize_configuration"" WHERE member_id = $1 AND audit_status <> 'D' LIMIT 5;"
3126,TestMultiturn55,10,EXECUTE_SQL,2,ctx_top5,"De ese resultado, muéstrame solo los primeros 5.","SELECT name FROM ""integration"".""syncronize_configuration"" WHERE member_id = $1 AND audit_status <> 'D' LIMIT 5;"
3127,TestMultiturn56,1,EXECUTE_SQL,,seed_sql,Indícame la cantidad de cuentas por pagar - invoice discount junto con la suma del valor y del campo amount. Muchas gracias.,"SELECT COUNT(*) AS cantidad, SUM(value) AS total_value, SUM(amount) AS total_amount FROM ""account_payable"".""invoice_discount"" WHERE member_id = $1 AND audit_status <> 'D' LIMIT 100;"
3128,TestMultiturn56,2,NO_SQL,,ns_offtopic,"Oye, ¿y me recomiendas algo para almorzar hoy?",
3129,TestMultiturn56,3,EXECUTE_SQL,1,ctx_top5,"De ese resultado, muéstrame solo los primeros 5.","SELECT COUNT(*) AS cantidad, SUM(value) AS total_value, SUM(amount) AS total_amount FROM ""account_payable"".""invoice_discount"" WHERE member_id = $1 AND audit_status <> 'D' LIMIT 5;"
3130,TestMultiturn56,4,NO_SQL,,ns_opinion,¿Ese número te parece normal para un negocio como el mío?,
3131,TestMultiturn56,5,EXECUTE_SQL,,switch_sql,"Ahora, cambiando de tema: para mi empresa, necesito un resumen combinando cuentas por cobrar - conditional discount y fixed_asset - asset plate, agrupando por empresa (member_id) y mostrando la suma del campo quantity y el número de registros asociados. Muchas gracias.","SELECT t1.member_id, SUM(d.quantity) AS total_quantity, COUNT(*) AS registros FROM ""account_receivable"".""conditional_discount"" AS t1 JOIN ""fixed_asset"".""asset_plate"" AS d ON d.member_id = t1.member_id WHERE t1.member_id = $1 AND t1.audit_status <> 'D' GROUP BY t1.member_id ORDER BY total_quantity DESC LIMIT 100;"
3132,TestMultiturn56,6,EXECUTE_SQL,5,ctx_orden,Ordena ese resultado de mayor a menor.,"SELECT t1.member_id, SUM(d.quantity) AS total_quantity, COUNT(*) AS registros FROM ""account_receivable"".""conditional_discount"" AS t1 JOIN ""fixed_asset"".""asset_plate"" AS d ON d.member_id = t1.member_id WHERE t1.member_id = $1 AND t1.audit_status <> 'D' GROUP BY t1.member_id ORDER BY total_quantity DESC ORDER BY total_quantity DESC LIMIT 100;"
3133,TestMultiturn56,7,EXECUTE_SQL,5,ctx_promedio,"Y en vez de la suma, dame el promedio.","SELECT t1.member_id, AVG(d.quantity) AS total_quantity, COUNT(*) AS registros FROM ""account_receivable"".""conditional_discount"" AS t1 JOIN ""fixed_asset"".""asset_plate"" AS d ON d.member_id = t1.member_id WHERE t1.member_id = $1 AND t1.audit_status <> 'D' GROUP BY t1.member_id ORDER BY total_quantity DESC LIMIT 100;"
3134,TestMultiturn57,1,NO_SQL,,ns_saludo,"Hola, buenos días.",
3135,TestMultiturn57,2,EXECUTE_SQL,,seed_sql,¿Cuál es la suma total del campo amount en pos - session cash movement? Muchas gracias.,"SELECT SUM(amount) AS total_amount FROM ""pos"".""session_cash_movement"" WHERE member_id = $1 AND audit_status <> 'D' LIMIT 100;"
3136,TestMultiturn57,3,EXECUTE_SQL,2,ctx_top5,"De ese resultado, muéstrame solo los primeros 5.","SELECT SUM(amount) AS total_amount FROM ""pos"".""session_cash_movement"" WHERE member_id = $1 AND audit_status <> 'D' LIMIT 5;"
3137,TestMultiturn57,4,EXECUTE_SQL,2,ctx_total,¿Cuántos registros dio ese resultado en total?,"SELECT COUNT(*) AS total_registros FROM ( SELECT SUM(amount) AS total_amount FROM ""pos"".""session_cash_movement"" WHERE member_id = $1 AND audit_status <> 'D' ) AS sub;"
3138,TestMultiturn57,5,EXECUTE_SQL,2,ctx_promedio,"Y en vez de la suma, dame el promedio.","SELECT AVG(amount) AS total_amount FROM ""pos"".""session_cash_movement"" WHERE member_id = $1 AND audit_status <> 'D' LIMIT 100;"
3139,TestMultiturn57,6,NO_SQL,,ns_capacidad,¿Qué otras cosas puedes consultar de mi empresa?,
3140,TestMultiturn57,7,NO_SQL,,ns_opinion,¿Ese número te parece normal para un negocio como el mío?,
3141,TestMultiturn57,8,EXECUTE_SQL,2,ctx_max,"De ese resultado, ¿cuál tiene el valor más alto?","SELECT SUM(amount) AS total_amount FROM ""pos"".""session_cash_movement"" WHERE member_id = $1 AND audit_status <> 'D' ORDER BY total_amount DESC LIMIT 1;"
3142,TestMultiturn57,9,CLARIFY,,cl_vago,Dame los datos.,
3143,TestMultiturn58,1,NO_SQL,,ns_saludo,"Hola, buenos días.",
3144,TestMultiturn58,2,EXECUTE_SQL,,seed_sql,"Para mi empresa, dame la suma del precio de los precios de flete agrupada por ruta, mostrando el nombre del ruta y cuántos registros tiene cada uno. Por favor.","SELECT r.name AS ruta, SUM(t.price) AS total_price, COUNT(*) AS registros FROM ""national_transport"".""freight_prices"" AS t JOIN ""national_transport"".""route"" AS r ON t.route_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY r.id, r.name ORDER BY total_price DESC LIMIT 100;"
3145,TestMultiturn58,3,EXECUTE_SQL,2,ctx_promedio,"Y en vez de la suma, dame el promedio.","SELECT r.name AS ruta, AVG(t.price) AS total_price, COUNT(*) AS registros FROM ""national_transport"".""freight_prices"" AS t JOIN ""national_transport"".""route"" AS r ON t.route_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY r.id, r.name ORDER BY total_price DESC LIMIT 100;"
3146,TestMultiturn58,4,NO_SQL,,ns_identidad,¿Y tú quién eres exactamente?,
3147,TestMultiturn58,5,CLARIFY,,cl_siempre,Muéstrame lo de siempre.,
3148,TestMultiturn58,6,EXECUTE_SQL,2,ctx_total,¿Cuántos registros dio ese resultado en total?,"SELECT COUNT(*) AS total_registros FROM ( SELECT r.name AS ruta, SUM(t.price) AS total_price, COUNT(*) AS registros FROM ""national_transport"".""freight_prices"" AS t JOIN ""national_transport"".""route"" AS r ON t.route_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY r.id, r.name ORDER BY total_price DESC ) AS sub;"
3149,TestMultiturn59,1,EXECUTE_SQL,,seed_sql,"Necesito un reporte de ordenes - order payment: la suma del campo payment_value y el número de registros, agrupado por cada valor de la columna credit_card_id. Muchas gracias.","SELECT t.credit_card_id AS credit_card_id, SUM(t.payment_value) AS total_payment_value, COUNT(*) AS registros FROM ""order"".""order_payment"" AS t WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY t.credit_card_id ORDER BY total_payment_value DESC LIMIT 100;"
3150,TestMultiturn59,2,NO_SQL,,ns_offtopic,"Oye, ¿y me recomiendas algo para almorzar hoy?",
3151,TestMultiturn59,3,CLARIFY,,cl_vago,Dame los datos.,
3152,TestMultiturn59,4,EXECUTE_SQL,1,ctx_promedio,"Y en vez de la suma, dame el promedio.","SELECT t.credit_card_id AS credit_card_id, AVG(t.payment_value) AS total_payment_value, COUNT(*) AS registros FROM ""order"".""order_payment"" AS t WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY t.credit_card_id ORDER BY total_payment_value DESC LIMIT 100;"
3153,TestMultiturn59,5,NO_SQL,,ns_saludo,"Hola, buenas, ¿cómo vas?",
3154,TestMultiturn59,6,EXECUTE_SQL,1,ctx_orden,Ordena ese resultado de mayor a menor.,"SELECT t.credit_card_id AS credit_card_id, SUM(t.payment_value) AS total_payment_value, COUNT(*) AS registros FROM ""order"".""order_payment"" AS t WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY t.credit_card_id ORDER BY total_payment_value DESC ORDER BY total_payment_value DESC LIMIT 100;"
3155,TestMultiturn59,7,EXECUTE_SQL,1,ctx_top5,"De ese resultado, muéstrame solo los primeros 5.","SELECT t.credit_card_id AS credit_card_id, SUM(t.payment_value) AS total_payment_value, COUNT(*) AS registros FROM ""order"".""order_payment"" AS t WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY t.credit_card_id ORDER BY total_payment_value DESC LIMIT 5;"
3156,TestMultiturn59,8,NO_SQL,,ns_identidad,¿Y tú quién eres exactamente?,
3157,TestMultiturn59,9,CLARIFY,,cl_otro,"Y lo otro también, porfa.",
3158,TestMultiturn60,1,NO_SQL,,ns_saludo,"Hola, buenos días.",
3159,TestMultiturn60,2,EXECUTE_SQL,,seed_sql,Regálame el nombre de todos mis transporte - transport mode.,"SELECT name FROM ""national_transport"".""transport_mode"" WHERE member_id = $1 AND audit_status <> 'D' LIMIT 100;"
3160,TestMultiturn60,3,EXECUTE_SQL,2,ctx_total,¿Cuántos registros dio ese resultado en total?,"SELECT COUNT(*) AS total_registros FROM ( SELECT name FROM ""national_transport"".""transport_mode"" WHERE member_id = $1 AND audit_status <> 'D' ) AS sub;"
3161,TestMultiturn60,4,EXECUTE_SQL,2,ctx_top5,"De ese resultado, muéstrame solo los primeros 5.","SELECT name FROM ""national_transport"".""transport_mode"" WHERE member_id = $1 AND audit_status <> 'D' LIMIT 5;"
3162,TestMultiturn60,5,EXECUTE_SQL,2,ctx_top5,"De ese resultado, muéstrame solo los primeros 5.","SELECT name FROM ""national_transport"".""transport_mode"" WHERE member_id = $1 AND audit_status <> 'D' LIMIT 5;"
3163,TestMultiturn60,6,NO_SQL,,ns_offtopic,"Oye, ¿y me recomiendas algo para almorzar hoy?",
3164,TestMultiturn60,7,EXECUTE_SQL,2,ctx_total,¿Cuántos registros dio ese resultado en total?,"SELECT COUNT(*) AS total_registros FROM ( SELECT name FROM ""national_transport"".""transport_mode"" WHERE member_id = $1 AND audit_status <> 'D' ) AS sub;"
3165,TestMultiturn60,8,EXECUTE_SQL,2,ctx_top5,"De ese resultado, muéstrame solo los primeros 5.","SELECT name FROM ""national_transport"".""transport_mode"" WHERE member_id = $1 AND audit_status <> 'D' LIMIT 5;"
3166,TestMultiturn60,9,EXECUTE_SQL,,switch_sql,"Ahora, cambiando de tema: ¿Cuál es el promedio del descuento adicional por lista de precios en ventas de punto de venta? Es urgente.","SELECT t.price_list_type_id AS price_list_type_id, AVG(t.additional_discount_value) AS promedio_additional_discount_value FROM ""pos"".""sale"" AS t WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY t.price_list_type_id ORDER BY promedio_additional_discount_value DESC LIMIT 100;"
3167,TestMultiturn60,10,CLARIFY,,cl_vago,Dame los datos.,
3168,TestMultiturn61,1,NO_SQL,,ns_saludo,"Hola, buenos días.",
3169,TestMultiturn61,2,EXECUTE_SQL,,seed_sql,"Para mi empresa, necesito un resumen combinando cuentas por pagar - stakeholder bank account y cuentas por cobrar - note detail, agrupando por empresa (member_id) y mostrando la suma del campo note_value y el número de registros asociados.","SELECT t1.member_id, SUM(d.note_value) AS total_note_value, COUNT(*) AS registros FROM ""account_payable"".""stakeholder_bank_account"" AS t1 JOIN ""account_receivable"".""note_detail"" AS d ON d.member_id = t1.member_id WHERE t1.member_id = $1 AND t1.audit_status <> 'D' GROUP BY t1.member_id ORDER BY total_note_value DESC LIMIT 100;"
3170,TestMultiturn61,3,EXECUTE_SQL,2,ctx_promedio,"Y en vez de la suma, dame el promedio.","SELECT t1.member_id, AVG(d.note_value) AS total_note_value, COUNT(*) AS registros FROM ""account_payable"".""stakeholder_bank_account"" AS t1 JOIN ""account_receivable"".""note_detail"" AS d ON d.member_id = t1.member_id WHERE t1.member_id = $1 AND t1.audit_status <> 'D' GROUP BY t1.member_id ORDER BY total_note_value DESC LIMIT 100;"
3171,TestMultiturn61,4,EXECUTE_SQL,,switch_sql,"Ahora, cambiando de tema: necesito un reporte de treasury - bank account balance: la suma del valor credito y el número de registros, agrupado por cada mes.","SELECT t.month_id AS month_id, SUM(t.value_credit) AS total_value_credit, COUNT(*) AS registros FROM ""treasury"".""bank_account_balance"" AS t WHERE t.member_id = $1 GROUP BY t.month_id ORDER BY total_value_credit DESC LIMIT 100;"
3172,TestMultiturn61,5,EXECUTE_SQL,4,ctx_top5,"De ese resultado, muéstrame solo los primeros 5.","SELECT t.month_id AS month_id, SUM(t.value_credit) AS total_value_credit, COUNT(*) AS registros FROM ""treasury"".""bank_account_balance"" AS t WHERE t.member_id = $1 GROUP BY t.month_id ORDER BY total_value_credit DESC LIMIT 5;"
3173,TestMultiturn61,6,NO_SQL,,ns_identidad,¿Y tú quién eres exactamente?,
3174,TestMultiturn62,1,EXECUTE_SQL,,seed_sql,¿Cuál es la depreciacion acumulada más alto registrado en libros de activos fijos? Es urgente.,"SELECT MAX(accumulated_depreciation) FROM ""fixed_asset"".""asset_book"" WHERE member_id = $1 AND audit_status <> 'D' LIMIT 100;"
3175,TestMultiturn62,2,NO_SQL,1,ns_explica,¿Me puedes explicar qué significa ese dato?,
3176,TestMultiturn62,3,NO_SQL,,ns_offtopic,"Oye, ¿y me recomiendas algo para almorzar hoy?",
3177,TestMultiturn62,4,EXECUTE_SQL,1,ctx_top5,"De ese resultado, muéstrame solo los primeros 5.","SELECT MAX(accumulated_depreciation) FROM ""fixed_asset"".""asset_book"" WHERE member_id = $1 AND audit_status <> 'D' LIMIT 5;"
3178,TestMultiturn62,5,EXECUTE_SQL,,switch_sql,"Ahora, cambiando de tema: ¿Cuántos cuentas por cobrar - customer detail tax directive tengo por cada impuesto? Muéstrame el nombre del impuesto. Es urgente.","SELECT r.name AS impuesto, COUNT(*) AS registros FROM ""account_receivable"".""customer_detail_tax_directive"" AS t JOIN ""tax"".""tax"" AS r ON t.tax_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY r.name ORDER BY registros DESC LIMIT 100;"
3179,TestMultiturn62,6,EXECUTE_SQL,5,ctx_total,¿Cuántos registros dio ese resultado en total?,"SELECT COUNT(*) AS total_registros FROM ( SELECT r.name AS impuesto, COUNT(*) AS registros FROM ""account_receivable"".""customer_detail_tax_directive"" AS t JOIN ""tax"".""tax"" AS r ON t.tax_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY r.name ORDER BY registros DESC ) AS sub;"
3180,TestMultiturn62,7,EXECUTE_SQL,5,ctx_max,"De ese resultado, ¿cuál tiene el valor más alto?","SELECT r.name AS impuesto, COUNT(*) AS registros FROM ""account_receivable"".""customer_detail_tax_directive"" AS t JOIN ""tax"".""tax"" AS r ON t.tax_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY r.name ORDER BY registros DESC ORDER BY registros DESC LIMIT 1;"
3181,TestMultiturn62,8,CLARIFY,,cl_vago,Dame los datos.,
3182,TestMultiturn63,1,EXECUTE_SQL,,seed_sql,"Para mi empresa, necesito un resumen combinando cuentas por cobrar - conditional discount y remesas, agrupando por empresa (member_id) y mostrando la suma del valor de la carga y el número de registros asociados. Muchas gracias.","SELECT t1.member_id, SUM(d.cargo_value) AS total_cargo_value, COUNT(*) AS registros FROM ""account_receivable"".""conditional_discount"" AS t1 JOIN ""national_transport"".""remittance"" AS d ON d.member_id = t1.member_id WHERE t1.member_id = $1 AND t1.audit_status <> 'D' GROUP BY t1.member_id ORDER BY total_cargo_value DESC LIMIT 100;"
3183,TestMultiturn63,2,EXECUTE_SQL,1,ctx_promedio,"Y en vez de la suma, dame el promedio.","SELECT t1.member_id, AVG(d.cargo_value) AS total_cargo_value, COUNT(*) AS registros FROM ""account_receivable"".""conditional_discount"" AS t1 JOIN ""national_transport"".""remittance"" AS d ON d.member_id = t1.member_id WHERE t1.member_id = $1 AND t1.audit_status <> 'D' GROUP BY t1.member_id ORDER BY total_cargo_value DESC LIMIT 100;"
3184,TestMultiturn63,3,CLARIFY,,cl_eso,¿Y eso cómo va?,
3185,TestMultiturn63,4,EXECUTE_SQL,1,ctx_total,¿Cuántos registros dio ese resultado en total?,"SELECT COUNT(*) AS total_registros FROM ( SELECT t1.member_id, SUM(d.cargo_value) AS total_cargo_value, COUNT(*) AS registros FROM ""account_receivable"".""conditional_discount"" AS t1 JOIN ""national_transport"".""remittance"" AS d ON d.member_id = t1.member_id WHERE t1.member_id = $1 AND t1.audit_status <> 'D' GROUP BY t1.member_id ORDER BY total_cargo_value DESC ) AS sub;"
3186,TestMultiturn63,5,NO_SQL,,ns_ok,"Perfecto, entendido.",
3187,TestMultiturn64,1,NO_SQL,,ns_saludo,"Hola, buenos días.",
3188,TestMultiturn64,2,EXECUTE_SQL,,seed_sql,"Necesito el total del valor del impuesto y el número de treasury - cash note tax, agrupado por cuenta contable (muéstrame el nombre del cuenta contable). Muchas gracias.","SELECT r.name AS cuenta_contable, SUM(t.tax_value) AS total_tax_value, COUNT(*) AS registros FROM ""treasury"".""cash_note_tax"" AS t JOIN ""accounting"".""account"" AS r ON t.account_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY r.id, r.name ORDER BY total_tax_value DESC LIMIT 100;"
3189,TestMultiturn64,3,CLARIFY,,cl_siempre,Muéstrame lo de siempre.,
3190,TestMultiturn64,4,CLARIFY,,cl_otro,"Y lo otro también, porfa.",
3191,TestMultiturn64,5,EXECUTE_SQL,2,ctx_promedio,"Y en vez de la suma, dame el promedio.","SELECT r.name AS cuenta_contable, AVG(t.tax_value) AS total_tax_value, COUNT(*) AS registros FROM ""treasury"".""cash_note_tax"" AS t JOIN ""accounting"".""account"" AS r ON t.account_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY r.id, r.name ORDER BY total_tax_value DESC LIMIT 100;"
3192,TestMultiturn64,6,CLARIFY,,cl_vago,Dame los datos.,
3193,TestMultiturn64,7,NO_SQL,,ns_gracias,"Listo, muchas gracias, justo lo que necesitaba.",
3194,TestMultiturn64,8,EXECUTE_SQL,2,ctx_top5,"De ese resultado, muéstrame solo los primeros 5.","SELECT r.name AS cuenta_contable, SUM(t.tax_value) AS total_tax_value, COUNT(*) AS registros FROM ""treasury"".""cash_note_tax"" AS t JOIN ""accounting"".""account"" AS r ON t.account_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY r.id, r.name ORDER BY total_tax_value DESC LIMIT 5;"
3195,TestMultiturn64,9,NO_SQL,,ns_ok,"Perfecto, entendido.",
3196,TestMultiturn64,10,CLARIFY,,cl_eso,¿Y eso cómo va?,
